tweet,sentiment,highlight
@Nanuchasstar @Naimkmayha @khalilkoussan @ahmadzoulfekar hahahahahahahahahahaahahaha tide hayda happy_face_smiley ),Positive,None
@maria_harik w ana ktir bhbebik,Positive,None
@atwanlucciana ANNNNNNN NEWTON MAHAL LL AKEL,Positive,None
Leh l2aswat helwe ktir llayle?,Positive,None
@rania_elkhatib mazel mamnou3 tkebbeh war2a 3al ared w fi mahalet bas lal aneneh w l3ando i3aka honik mich ma32oul chou byehtamo fi,Positive,None
@zeinabkassab ktir sexy ente,Positive,None
@RoulaZaiter akid shta2telik hahaha &lt;3w ktir kamen nakasht dene w ma l2itik tlo3te mghayra esem haha yalla basita ha2 3layke ente ases hbb,Positive,None
Chou awe tevez,Positive,None
@RimaNJEIM chou ra2yik ta3tina quote tomorrow ?! Chta2na!,Positive,None
"Halla2 Yemkin ""Hayda Hake"" Byeshbah CHWAY Program Bassem Youssef..Mesh Mhem..El Mhem Eno El Program Men Awwal Hal2a Nejih..!! Great Job All",Positive,None
Uf uf la hayda esmo goal hattrickk ronaldo,Positive,None
@PiaAkoury @NourGhrayeb ana hay awwal palmaresse bbayyin tabi3iyye fiya! Ktir nbasatet happy_face_smiley w awwal wehde bkoun.fiya eddem ;p,Positive,None
@Joud hahahahhahahahahahahaah .. eh sushi a7san shi bl 7ayet la ma3loumetak happy_face_smiley w 7a tshoufa ktir happy_face_smiley,Positive,None
@JanaMhamad hahahha ana taba3e gharibee :$ma fi ktir 3emlin menna happy_face_smiley,Positive,None
@HelenaHerdan ktir heloo!,Positive,None
@ShallAmmar mch ktir hal2ad fans??? _ noo ma fy chi men 2ymtak happy_face_smiley,Positive,None
@PatrickHajj123 bi 3a2id ana hdorto men 2 weeks ... WaW ...,Positive,None
“@marc_mhanna_17: @FadelGemayel @michelfarah98 bas bro goal taba3e mou5if” eh man ktir helo,Positive,None
@MahaSabek @nancyajram akid w hayda dalil najeha l mostamer w nshallah bedal fo2 rass 3ayleta,Positive,None
@michberberi hahahahahahahaha ktir awiye happy_face_smiley,Positive,None
@MohamadJalloul_ Jalloul jeble username nasser ibrahim hayda m3 l milan hala2 happy_face_smiley,Positive,None
Aww jeye la 3enaa??,Positive,None
Exactly! Akh hal jeel kif HAHAHAHAH,Positive,None
Hayde lbenet 7afiz 3laya happy_face_smiley,Positive,None
Ma atyabo love,Positive,None
ana aam ekol b balesh. allah wil thawra,Positive,None
@joudirajabbasha hote l ahmar mahal l aswad b sir ktir helo happy_face_smiley,Positive,None
@SandyyHANNA eltellik chou baddik bhal machrou3 happy_face_smiley,Positive,None
@Vince_Gebran yes rahibe!!!,Positive,None
@maysoufan19 hii ya helo,Positive,None
@SarahAbouTacca @mentionto @justinbieber eh ... B7ebbak justin. Hahaahahaha mbala mbala ele aleb bs nzale 3a beyrouth happy_face_smiley (7ejje la tenzale),Positive,None
Ma ba3rf leh bas l tawouk yalle akalton halla2 keno extra delicious,Positive,None
@gabylteif_MCD beirut miss u chta2na lel assaleh bi kelme3na el kelme,Positive,None
@James_Yammouni awww chou cutee law kenet bi Lebnen kenet 3meltellak hek,Positive,None
@Rawan7 Yes walladit men shway. And awwwhh happy_face_smiley I love this girl betdalle3ne ktir haha,Positive,None
@hussein__yassin @ZeeElHarake dod monaco minimum nel3ab hek rabhan w dife3na ktir awe la darajet shato 3 marrat 3al goal happy_face_smiley,Positive,None
All fans chou ra2ykoun notlob kelna mn @MonaAbouHamze tostadif lea makhoul bi bernemeja w mn 7ot l 8eniye l jdide taba3a 3a se3a 9pm ???,Positive,None
#ConfessionNight chaareh chi ktir astaze #ConfessionNight,Positive,None
Hessa hale chi ktir awe happy_face_smiley,Positive,None
Mashrou' Leila 3ala Hayda Hake el layle happy_face_smiley,Positive,None
@hassanation @TheMestanefra hahahaha. Balashet gym w hek. Fa bada tekol ktir happy_face_smiley happy_face_smiley,Positive,None
eh w celine ktir cutie pie,Positive,None
Mahboube ktir w 3adad fanz bel insta twitter t5ata tolab yale keno ma3ik bi 2a2al mn 3 weeks.chou ra2yik bi natije ? #DriveAt5 #LeaMakhoul #DriveAt5 #LeaMakhoul,Positive,None
Shu helo el wahad yetla3 bi taxi el soboh ykoun hatet CD elissa #HaletHob happy_face_smiley la w ma3o kil el cds kamen happy_face_smiley good morning #HaletHob,Positive,None
@saraabik ra23a Sara temsilik ktr helo kl yom 3m hebik aktar 5asatan dawrk bi ittiham happy_face_smiley,Positive,None
@miladhad sawtk helo w enta mahdum happy_face_smiley happy_face_smiley,Positive,None
@JoAshkar enta rejel ktir mahdum bchaklak w7araketak,Positive,None
@najwakaram #JudgeNjawa chou biyelba2lik l aloub l dene t7ebik ya ghelye kiss love 🌹🌷 #JudgeNjawa,Positive,None
@NourSaid_ hahaha ktir helo the name btw yimkin bas fi 3 in the world esmon Nye,Positive,None
@novatchok hahah eh ana ktir helwer happy_face_smiley aw la2,Positive,None
@BitarMichele ma aslan l khass ktir tayib mishax,Positive,None
"@Charbelonsky uff kenet jeye red 3leik ""like amagad""",Positive,None
Aya should win ktir ashta sara7a,Positive,None
@shelissyaweah teslamele hayda nourik happy_face_smiley,Positive,None
@moussa_a_b HAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAAHHA KTIR AWIYE,Positive,None
Wlik chou hal hadame ya nadine @nadinennjeim,Positive,None
@9GAG @MayssaERassy bit zakrik hal soura be hada?🌝 happy_face_smiley,Positive,None
@FatenShamas anna akid btinbositt eza adamit najwa karam tnayneton libneniyeh w ktir hilo y3tirfo bi najeh ba3don wi berko la ba3don,Positive,None
@dana18D @lovelymemo2000 @Rayano_Hssn @najwakaram. Lk ana b7ebou 7azzi ktir allah ykhalili yeh ya rab tab3an lama tred 3layi nanouj h,Positive,None
@Pia_Gea ba3rif ana ktir awe.,Positive,None
@KamelTabbara 7elo ktir b koun l group kelna mnel3ab 7elo,Positive,None
@RounyCh man ktir 7elwe happy_face_smiley 😵 frown_sad_angry_pouting,Positive,None
Chou ya helwinn,Positive,None
@Charbelonsky hahahah ma khasso alain happy_face_smiley ha gheniye,Positive,None
@Malaakannan Hahaha ktir da77akne walla happy_face_smiley,Positive,None
@MariaS_Official hahaha jamelo akid mafi ahla min hek amar mech rah n5aber hada hayda ser,Positive,None
La2 ma fik tkun hal2ad betkhaze2 bel badle,Positive,None
3anjad hayda enta ? Ma 3reftak!,Positive,None
@gabyassaker hahahahhaha hayda kalbik?,Positive,None
@Charbelonsky hahaha ! Hasset hale 3al msn bel 6eme,Positive,None
@AboNajemElie ktir te3bir 7elo wsadi2 100/100,Positive,None
@JenniferHilaly b3atiile soura happy_face_smiley love,Positive,None
@MaramAzzam ktir 7elwe sourit il profile bravo,Positive,None
“@_Rami_K: @TonyDaouu @carlkhoueiry @Mayharoun 3ida please ktir helwe” happy_face_smiley happy_face_smiley,Positive,None
@halafeghaly ana kamen akhadet off hehehe now bel beit heheh chou lplan la lyom ?,Positive,None
@majdalakhattar eh eh ktir 7abbeit fye a3mel retweet ???? happy_face_smiley,Positive,None
@kiki_el_khazen ktir awiyeh,Positive,None
Ma baaref lech bass ktir bethamass aa the voice k.,Positive,None
@MahdoumeAna hahaha keno kellon 5ateyra keno 3m y2oulo chou m2a3edon ma3na hole happy_face_smiley,Positive,None
@najwakaram ya 7abibet albe ente... natrin nehna 3a nar el song yey chou m7ammase b7ebbik,Positive,None
@sxlxnv bhebek aktarktir ktir mniha hamdellah!!!,Positive,None
@Roudyhanna @AndreaAndu25 hahahahaha tnaynetkoun chou mahdoumin happy_face_smiley,Positive,None
@Cybele_Reaidy eh astazeh!,Positive,None
@trissaabiissa ktir helo ltalej bs bye7la bo wjoudik set trissa yalla ltalej natrik ya saleimm cho 7elo ltalejj,Positive,None
@Ghinwa_10 chou ya helwee kifnaa ?,Positive,None
@ItsMariaCosta @CauseWereGuys el nekte tahet el soura happy_face_smiley happy_face_smiley,Positive,None
@DayanaElHachem hahah ta3e kele fi ktir happy_face_smiley,Positive,None
@abdosfeir hadan allak ennak ktir mahdoum? happy_face_smiley,Positive,None
@nourassaad8 @StaracArabia bas bet3a2ed kenet betmawet &amp; kter Dalou3a ino ni7ns bi 3aser soura mesh bi 3asr sout ..,Positive,None
@Matthieu Nahed chou jebtileh ma3ik????,Positive,None
@ArabsGotTalent Jennifer waw raw3a,Positive,None
@thomyorkepls habbet fekret eno 3meletelle followed halla2 happy_face_smiley and annd farjine,Positive,None
Le amir ktir helo? happy_face_smiley badde yee please god happy_face_smiley,Positive,None
@tatyana_moukbel hahhaa chou twitter w ma twitter nawartina hon ana 24h hon ahhahah,Positive,None
@DalalBakhour mbala3333 3ande ktir sowar elek:'),Positive,None
@NawalElZoghbi da5il hadamtik mwah love 3am no3tash ktir ya nawal,Positive,None
@chefrinz allah y5alikon la ba3es w ydim el wefe2 happy_face_smiley ma tel3abilon ktir bi 3a2leton lal sabaya bokra men battel nle2i sabiyi netjawaza happy_face_smiley,Positive,None
@TonyKhalifeh hayda libnen l 7ilo,Positive,None
@HajjJessica lalalala maf3oul l te2dim hayda lalalalalala ana? Lalalala n3adet menik xp lalalalala,Positive,None
@DanaTeresa567 1. L song ktir helwe w moujarrad ma tkouneh sme3tia w 3am te7ke 3anna ya3ne chi ktir mni7.,Positive,None
Aywa arze Chou Hayda,Positive,None
@AliJMansour @boudzj kenna ne3senin haypartna estez ali be hel soura happy_face_smiley lol,Positive,None
@MiguelChallita @FunnyLeb hahahaha awiye ktir :'),Positive,None
@HelenaHerdan hahahahhaha eh ktir cutee happy_face_smiley,Positive,None
Akid happy_face_smiley happy_face_smiley,Positive,None
@najwakaram bta3rfe shi? Ana men ba3d 3al thawra ktashafet adey ana fakhoura bi 7obbe elik w aday ana 3an jad “terbeytik”. Merci ennik kabbartine 3ala 7ob watane🇱🇧 love,Positive,None
Hahhaha kalemik l helo a7la cadeau,Positive,None
Shu b7bk ya #beirut #beirut,Positive,None
Agml kol sana w anta tib ya alby w yarb tkon sana s3eda 3lek yarb w th'2 kol alnfsk feh love love love,Positive,None
@Xriss_jor You Are Moree Than Amazing!!!! E7sessik bl ghinniye akhdne la denye tenye...!!! happy_face_smiley «3 #MBCTheVoice #MBCTheVoice,Positive,None
@RimaNJEIM ya ramroum mech helo.baleke l sobhiye baleke bente sefaret w hiye bta3ref eno kel yom besma3 rima hope tle2ina bokra h anice day,Positive,None
7obii,Positive,None
Bhbk love,Positive,None
W howe ktir helo.,Positive,None
W khazza2nehon 3ala ardon happy_face_smiley Akh shu helo l INTISAAAR love,Positive,None
LEBANON love ma fi metel beirut!!,Positive,None
@ReemEzzeddine hahahaha shi tabee3e ana men awal l sene la hala2 saro shi 8 happy_face_smiley waw helo l terminal ^^,Positive,None
Ya hala bel 7abayeb... #Tfaddalo! #morning #coffee in the #village. #LebaneseCoffee @Lebanon https://www.instagram.com/p/BqY0LgNhqZB/?utm_source=ig_twitter_share&amp;igshid=1oz9c58n0ncpl #Tfaddalo #morning #coffee #village #LebaneseCoffee,Positive,None
Ktir awe hal video,Positive,None
Ajmal chi fiye w bchkur rabbe 3ley enne albe tayib w dymn bhke lsara7a w ktir 3afawiye w manne abdn la2ime w nejse w mab3rif asln etl2man wala kazib happy_face_smiley,Positive,None
Aanjad ana w aia ktir mnettefe2 btefham,Positive,None
Hayda al haki al sah,Positive,None
Ok ktir 3melet mni7 pneumo im so happy,Positive,None
@najwakaram ya allah 3an jad ktir chta2telik frown_sad_angry_pouting frown_sad_angry_pouting frown_sad_angry_pouting frown_sad_angry_pouting frown_sad_angry_pouting,Positive,None
woww ktir 7elo happy_face_smiley happy_face_smiley,Positive,None
@KrisWazen bas eno walla ana kenet ktir mnih happy_face_smiley,Positive,None
@GhadaJreidi chou seir hadamtik w jamal sawtik ma 3am be2dir ba2a eit7amal bmout fike #DiscussWithGhadaJreidi #DiscussWithGhadaJreidi,Positive,None
@LeaMakhoul Hayetee Chou Helwee Hal Souraa happy_face_smiley happy_face_smiley Men Ente W Zghire Bet 3a2de happy_face_smiley happy_face_smiley God Bless You Bothh happy_face_smiley #LeaMakhoul #LeaMakhoul,Positive,None
@GhidaKnio LEK SHU HAL SOURA WOWWOWOWOWOWO happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley,Positive,None
@CelloSeries @TaraAbdulkareem @nadinennjeim @khal333340 @TaimHasanActor waw ktr helwe hl pic,Positive,None
@JosephNehme1995 kl soura ajmal mn l tene,Positive,None
Ktir helo l taes,Positive,None
@stephy_saliba ktr helo heyda l lon habet happy_face_smiley,Positive,None
@joem8394 @SecretStory_TF1 hahHa ktir helo happy_face_smiley nyeloun happy_face_smiley,Positive,None
Bhebkon ktir,Positive,None
@Hindwana 2ahdam chi 2ekhdine ldor jader ktir ktir mahdoumine bijaneno,Positive,None
@najwakaram najwa allah ywaf2ik bil tour wbetmanna ykoun el single 2arib b7ebbik ktir ya malake bi kil chi bi sawtik akhle2ik wchakhsitik kiss,Positive,None
@HaifaWehbe waw klna natren diva hayouf kbar w s8ar shabeb w banet btjma3i lkel,Positive,None
Ta3a la hebak chweh ktir happy_face_smiley,Positive,None
@melbardisi1 @mariezr04 @62Roses @kayal40 @wardh_881 @SoonaMaatouk waw waw,Positive,None
@AklYara bhebik ktir ktir love love,Positive,None
ktir 7elo dress @elissakh #BIAF2014 #BIAF2014,Positive,None
yummy akalet akel 3arabeh w shrebet ahweh happy_face_smiley 👌👌3 weeks bala hal shi,Positive,None
@VaniaAoun btwwwwe habbet bta3emleh yoga bass akid ana ma be2dar a3mil lol chou hal chi hayda louyouneh am ma 3andik 3adem,Positive,None
@najwakaram chta2nelek ktir,Positive,None
@Fadi1Haddad seret hadra l clip 5 marat w ma 3m bchba3 meno ad ma huwe ra23 kn lezm nancy tt3amal ma3ak mn zamen tala3ta bi ahla soura happy_face_smiley,Positive,None
@dimasafieddine bhebbik ktir,Positive,None
Hayda tayar lnaser wil 7ak 2alah ye7mikon w ye7me sit lkel,Positive,None
@VaniaAoun bas ana mabsouta fiyoun hatta hashtag fashion paris w stylish w medreh chou lol,Positive,None
Enteh ktir helweh,Positive,None
@sallyhijazi hayda no3 helo metlik,Positive,None
@MariaS_Official byelba2lek ktir chou ma bte3mli helou 3layi,Positive,None
@NancyAjram waw ktr helo l trailer habet cant wait @Saidelmarouk nchalla ma tawlo la t3rdu,Positive,None
@ElieFrangieh @samerjsaadeh @Renabouabdallah khay hayda lmatloub merci man wa akhiran 3refet chou baddeh have a nice evening all,Positive,None
Ya ala ktir bhebon,Positive,None
@MEMEHW999 @HaifaWehbe ktir 7elwe meme thumbs_up happy_face_smiley,Positive,None
@Eliemajdalanie6 la bl 3aks wala ... Ktir mhdoum 3 iyem alin knt mout dhk bas talfin w tdbkouwa 6 am h,Positive,None
"@mayadiab quoting ziad ""maya 3enda sheghel al ma ba3ref hayda shu eza manno shghel..."" The concert was great and i love the new song!",Positive,None
Lyom B2akkid Eno Reports @AkikiJoyce Ktir Moumayyazin !! Dakhlik 3ande Sou2al Zghir: Btetzakkare Chou Awwal Report 3melti Bel MTV?,Positive,None
NAJIIBB ANA BHEBAK KTIR @NajibDagher1,Positive,None
@nancyramadan18 ktir aweya ma bi5alo 5waser,Positive,None
@Lamyaa_Ab ktir helwe 👌 happy_face_smiley,Positive,None
Yi waw sar 3nna 7koume :'),Positive,None
@Hussein_Edris @amouna_mostafa hahahhahah no law sama7et ana ba3ref sewe akel happy_face_smiley w pro wfek tes2al 3aylte happy_face_smiley,Positive,None
@RonnyHajj ktir bhebak ana teb ✅,Positive,None
@GhanemRanine @tonyrizk_963 eh ktir taybe hiye happy_face_smiley,Positive,None
@MichelleRomanos HAHAHHAHAHAHAHHAHA thank you thank you btw di3ayet fadi r3aydi chou zakkaretne fike happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley happy_face_smiley btw chta2nelik,Positive,None
@adelkaram9 man enta ktir talented ^_^ Bravo to the team (y) @fakihn @TareckKaram ! L episode bt3a2iid happy_face_smiley @hayda7akeh #hayda7akeh #hayda7akeh,Positive,None
Charlie Sheen ktir awe. Charlie Sheen ktiirr ktiir awe bi two and a half men,Positive,None
@Elioh95 hayda l jant ana m2akad. Jareb dallak tedahak w tkoun mabsout ad ma fik. Fik tsoh 10% asra3 eza kent mabsout mahal ze3len,Positive,None
"@Jane_deeb: @ayakhoury: “@Jane_deeb: Greatt day” eh great""hahaha eno gher el akel c etait bien :"")""Hahahaha",Positive,None
AKH ALBE EL DEHEEEKKK,Positive,None
ktir bi dahhik el maw2af,Positive,None
Ta3e ana w yeke na3mello video Haram he's cute w twitter bale bizahe2,Positive,None
@AliKaraki91 helo helo happy_face_smiley allah yeb3at l kheir,Positive,None
Hayda jamel lebnen ajmal nesaa elard,Positive,None
Pao ktir bhebbik love,Positive,None
Dakhlik ente chou mahdoume happy_face_smiley,Positive,None
That is a thawra b had zeta,Positive,None
yaqa wli kif zekra,Positive,None
@mashrou3leila tonight on hayda 7ake! Can't wait happy_face_smiley,Positive,None
ANA KTIR MABSOUTA HALLA2,Positive,None
@getlostbruh @ABCFpll @JanelParrish kamli !! ktir sayir helo,Positive,None
@StaracArabia 2ahdam chi lea welie 2ekhdine dor jader yeaner ktir majdoumine,Positive,None
@cathedrelic w ktir zeit zaytoun!! Wlak akh!!,Positive,None
Ana ktir habaytik la anik lazize aal aleb,Positive,None
@GeorgeGMouhayar hein ? Lah adamet my projects happy_face_smiley,Positive,None
Chou 7elo w2ta m7alelt l prgram siyese tb3 l otv kif btebkh3oun wahad wahad,Positive,None
@GhinwaOm ktir mou5ife !!,Positive,None
@Ihabinho_Ak @FatimaM_19 hahahahaha ktir.,Positive,None
Okhti msafra w ha3mel hafla,Positive,None
Betzakar chou ken 7elo w abyad l fostan happy_face_smiley happy_face_smiley,Positive,None
Yes yes pls kelkon tla3o 3a faraya barke bi kheff daghet el 3alam bi Beirut yes do it bravo thank you,Positive,Sarcasm
@Bayernoholic W ana hahahaha *high five* ana 1st team Barca 2nd Bayern 3rd Liverpool ;p 3amle teshkile happy_face_smiley festo2 joz w loz,Positive,None
@khalilahmd @MohamadKaaki ya ret bten3amal retweet l conv. Kella. Eno hadis ktir helo w kello sa2afe haram ma l kel yo2riya happy_face_smiley,Positive,Sarcasm
@CarlZ_15 hahahahahh (Y) eh bas l helo eno akid lah yet2akharo la yotla3o les notes coe dhabitude ! ;p,Positive,None
Sabah el thawra happy_face_smiley la kill el ma2ruseen / mab3useen mn el thawra lissa ma shefto shi love,Positive,Sarcasm
@DollyAyash1 W ana la7 e7darik happy_face_smiley .. Yala take care b 3aj2it beirut happy_face_smiley ... Mwah,Positive,None
@JessyRomanos aslan sourtik ktir helweh wejjik ktirr helo happy_face_smiley bas mich mbayan :$bas helo wejjik happy_face_smiley bas mich cheyfo bas helo wejik wayno?,Positive,None
3ezmetik 3a view mn 3ende mnel foyer,Positive,None
“@alainabouarra: Kholsit kholsit ossetna kanet ossa helwi ktir byebye byebye byebye ya helwin HEKME love love ”,Positive,Sarcasm
@SallyDaoud 3m warjiki 3youni! Helo lawnon ;p,Positive,None
HAHAHAHAHAHA ataltine,Positive,None
Ana ktir MABSOUTA3333 darast bio w chimie,Positive,None
@salibareema esme shu helo💁,Positive,None
@miro_nk @dana18D @lovelymemo2000 @najwakaram ouli l7amdellah ana b7ebou ktir la 7azzi bs lama te7kini nannouj ykhalili 7azzi hahhahaha,Positive,None
@DFB_Team_EN @wassimea badde e3tereflak enno hayda lshi fakhm happy_face_smiley,Positive,None
@NayouchAH6 wowwww chou halbhekmeh,Positive,None
@pamoula @Rouwa_Saba chou esmo hayda li khtara3 ltwitter het la n2ello barkeh byechtrilna yehaa lol menbi3a w mne2soum ha2a 3a 3,Positive,None
Wow chou helo el mdarajet ;o,Positive,None
@krystellefreiha mbeyin ktir bt 7ebbe l Kleb ya bent happy_face_smiley,Positive,None
@GhenwaKaedbey Heida l post ma njeb siret gebran bassil fi njeb fi khabar 3an walid junblat wosel l message love kiss NB: @GhenwaKaedbey rfi2te w 7a tdalla rfi2te bi 7al hadan chef l posts happy_face_smiley,Positive,None
Hayda Lebanon 🇱🇧 kel shi fee magic happy_face_smiley,Positive,None
ana as7abe byet7amaloune hayda lfare2 happy_face_smiley,Positive,None
Ijit il kahraba bi beirut happy_face_smiley )),Positive,None
@TarekTamo eh eh ahla sahra,Positive,None
@NancyAjram @Fadi1Haddad waw amaising ktr helo habeyto ktr happy_face_smiley,Positive,None
“@emilioboustany: badde a3tike kel robe3 no2tet hobb”chou emilio happy_face_smiley,Positive,None
Sabah l helo sabah l maamoul sabah l festo2 halabe,Positive,None
Kelshi b wa2to helo ✌,Positive,Saying
@ChantaleFahed3 thanks bab l helo b shouf kel shi helo kiss,Positive,None
@DaisyOdicho @anthonyeid1 Hwe hwe helo kif ma kenn happy_face_smiley ma3 aw bala gyym happy_face_smiley,Positive,None
@elissakh. Eza badek walla bji mnn l b2a3 3al beirut l3ndk hala2 w bhtam fiki,Positive,None
#kousaï Mabrouk ... Allah ya kousaï . Bravo .. #MbcTheVoice #kousa #MbcTheVoice,Positive,None
hi rje3et la hayete l tabi3ie. kifkon ?,Positive,None
@CynthiaKhalife1 ktr helo go green!!,Positive,None
Atel,Positive,None
#LeaMakhoul ليامخول wlek bjen 3layki wfiki bmout hayk mne3cha2 bi beirut #LeaMakhoul,Positive,None
Liverpool dabe7,Positive,None
Lama es7a men nawm Nadafe kel yawm Ma bensiya chou ma sar,Positive,Saying
Clip clip ta3 dess chouf chou ne3im,Positive,Saying
Shu hayda yale 2bali wegik wala amar l lel?,Positive,Saying
@salemzahran2013 chou helo el orange,Positive,None
@Marwan_Kanj hahahahah... Plz khali 3ndkon!!!,Positive,None
Akal brazil 7-1 !!!!!!! Al chou 7adro 7alkoun lal braziliye happy_face_smiley,Positive,None
@RashaAbouAntoun hahaha ktir bhebb ekhod close shots lal eyes fiyon details bi khawfo !,Positive,None
Ktir 2weya luiz w alves wel chabeb na2eson camera happy_face_smiley,Positive,None
@atwanlucciana mnihh w mano so3eb ktir,Positive,None
@ElieMarioo ktir mnihh thumbs_up thumbs_up thumbs_up,Positive,None
Ya3neh cherket sama hiyeh lreb7aneh l akbar cz fi ktir 3alam chtaro lcart w halla2 ha yedfa3ouloun to3wid hahahahha so reb7anin,Positive,None
@sallyhijazi habbet tattoo haifa,Positive,None
@NESREENTAFESH nesreeno pls follow 7al2t lyom kenet ktir helwi estamiri,Positive,None
@baradaN_29 Happy Birthday ya albe bhebbik ktir love love,Positive,None
Hayda houweh l2esla777 wel teghyirr l7a2i2eh kbir ya wazirna ya hami jaybetna men ser2et chariket etisalat @Harb_Boutros,Positive,None
Lhemkeh 3am yel3abo le3eb helo ktir,Positive,None
@mariakhoury m ktir taybin ma3ik 7a2,Positive,None
Chou helwin happy_face_smiley,Positive,None
@ahmadalayoubi07 Ma3 3elem enou sar 3andak 7ayetak tefha bas yala i love u too take care @#Beirut #Beirut,Positive,Courtesy words
@batoola_ibrahim hahaha .. ma tfakrine nese el soboh chou hkite,Positive,Joke
@Karlsfeir bas ana akid hayda l keresh me7she 100$bills,Positive,Joke
#ConfessionNight ana w @melissaabdo ktir men ness aal tweeps. #ConfessionNight,Positive,Joke
@ZoyaHarbi lhamdella ktir mneeh bas mbereh tabbashna shway happy_face_smiley mish bas ana ok ? frown_sad_angry_pouting ((,Positive,None
@VaniaAoun wahahaha leikeh leich ma mna3mil cherkeh de3ayet lol 3andeh ktir afkar hahhaha betali3 ??? Xxl w buzz wala abyakh lol,Positive,Joke
Me helo hek . W hek ...,Positive,None
@Andrea_Hajal lek chou hayda ktir hekðŸ˜»ðŸ˜»,Positive,None
@tatianakarakeli @carelrizkallah hahah shu helo ðŸ˜… tkhena2o ba3d,Positive,Sarcasm
Ya hahahahahahaha w er shu hayda ðŸ˜‚,Positive,Foul language
"-chou bek ze3len? --""t5ena2na"" ana w sa7ebte w tarakna - Da5lak edeich 3omrak? --13 sene estez -tayeb Khaberne chou sar baynak w bein Dora.",Positive,Joke
Great hek ma me mnensah ktir iza sar fe harb. In,Positive,Joke
Ana live men l balcon ðŸ˜­,Positive,Joke
Ktir daroure eno l 3asfe tkoun ktir awiye w nfaris l 5amis,Positive,Joke
@RimSoufan Me to ktir fakhame w hek. Hamdila ma jebt el dvds aw bes2ot hal sene happy_face_smiley,Positive,None
HAHAHAHAHA waw bsir metl soha kikano,Positive,Joke
Ana l helo fiyeh eno am bekoul sandwich w fiyo chi kilo toum w nezla end rfi2eh doghreh,Positive,Joke
Oh lalala chu hayda kino lizim ybusukon lol,Positive,Sarcasm
@Andreah_22: @patrick_bassil hahha ana ktir cool bel 3akess haha 7asset ..... kente ra7 teje da3sine !,Positive,Joke
@funzip hahaha wlak eh hek bade yek,Positive,None
3andibak chou bekrahak ðŸ¤—,Positive,Joke
@JenniferRahmeh lah m l helo eno mch hwe b sou2 hada b sou2 3anoo,Positive,None
OMG BADDAK TETJAWAZNE ? PAPI MHANDIS W MAAE MASARE KTIR Eza FEKRIK ana bensa chy gholtane,Positive,Sarcasm
Kteer 3am bedhak,Positive,None
Walla ana chakhsiyan ktir fakhoura bi baladiyit beyrouth! Maddidoula!,Positive,None
@ClementHakim helo el tafe2ol happy_face_smiley happy_face_smiley,Positive,None
lah helo short hair,Positive,Courtesy words
ya allah enta w batnak hahahaha,Positive,Joke
-malla a7lam ya zalame -eh man sa2ile ktir - lah ya zake mbere7 shefet kaza 7elem b maneme khefet ktir.,Positive,Joke
W yimkin chi nhar u3a mn l nom la2i hadi bel farchi ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,Positive,Joke
